"利用日","利用店名・商品名","利用者","支払区分","利用金額","手数料","支払総額","当月支払金額","翌月以降繰越金額"
"2020/9/1","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","10000","0","10000","10000","0"
"2020/9/2","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","10000","0","10000","10000","0"
"2020/9/3","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1685","0","1685","1685","0"
"2020/9/3","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","5000","0","5000","5000","0"
"2020/9/5","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","563","0","563","563","0"
"2020/9/11","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","5000","0","5000","5000","0"
"2020/9/14","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","10000","0","10000","10000","0"
"2020/9/19","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","10000","0","10000","10000","0"
"2020/9/22","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1181","0","1181","1181","0"
"2020/9/22","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","5000","0","5000","5000","0"
"2020/9/22","ﾍﾟｲﾍﾟｲ ﾊﾟﾝｺｳﾎﾞｳ ｼﾞｭｰ","本人*","1回","475","0","475","475","0"
"2020/9/22","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","146","0","146","146","0"
"2020/9/22","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","1500","0","1500","1500","0"
"2020/9/25","ﾍﾟｲﾍﾟｲ ﾁｬｰｼﾞ","本人*","1回","10000","0","10000","10000","0"
"2020/9/27","ﾍﾟｲﾍﾟｲ ﾋﾞｰｽﾄｯｸ","本人*","1回","660","0","660","660","0"
