,date,where,whose,totalPayment,info,category,type,cycle,note
0,2021-06-06,Ａｍａｚｏｎプライム会費,Home,4900.0,Amazon PRIME,Utilities,Amazon,202107,Manually confirmed Amazon Transaction
1,2021-06-15,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,697.0,Sun cream,Kids,Amazon,202107,Manually confirmed Amazon Transaction
2,2021-06-15,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,8322.0,"Kids bottle, pump machine",Kids,Amazon,202107,Manually confirmed Amazon Transaction
3,2021-06-16,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,2470.0,Mask,Household Supplies,Amazon,202107,Manually confirmed Amazon Transaction
4,2021-06-16,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1793.0,"Rack, nipple cream",Kids,Amazon,202107,Manually confirmed Amazon Transaction
5,2021-06-17,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,973.0,DHA,Kids,Amazon,202107,Manually confirmed Amazon Transaction
6,2021-06-17,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,339.0,Sponge brush,Kids,Amazon,202107,Manually confirmed Amazon Transaction
7,2021-06-18,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,452.0,Rubber Nipple,Kids,Amazon,202107,Manually confirmed Amazon Transaction
8,2021-06-18,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1355.0,Bottle,Kids,Amazon,202107,Manually confirmed Amazon Transaction
9,2021-06-19,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1100.0,Golden Star VC old,Medical,Amazon,202107,Manually confirmed Amazon Transaction
10,2021-06-24,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Vit,2130.0,Bagback,Fashion,Amazon,202107,Manually confirmed Amazon Transaction
11,2021-06-24,ＮＴＴ東日本ご利用料金０６月分,Home,3300.0,Internet,Utilities,Amazon,202107,Manually confirmed Amazon Transaction
