,date,where,whose,totalPayment,info,category,type,cycle,note
0,2020-02-01,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,2280.0,Thermometer,Kids,Amazon,202003,Manually confirmed Amazon Transaction
1,2020-02-02,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,8980.0,Vaccum,Furniture,Amazon,202003,Manually confirmed Amazon Transaction
2,2020-02-03,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,2947.0,Book Shelf,Furniture,Amazon,202003,Manually confirmed Amazon Transaction
3,2020-02-03,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,2546.0,Carpet,Furniture,Amazon,202003,Manually confirmed Amazon Transaction
4,2020-02-11,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,584.0,Tongue cleaner,Kids,Amazon,202003,Manually confirmed Amazon Transaction
5,2020-02-11,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1599.0,Fabric Shaver,Furniture,Amazon,202003,Manually confirmed Amazon Transaction
6,2020-02-13,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,4689.0,Mixer,Furniture,Amazon,202003,Manually confirmed Amazon Transaction
7,2020-02-18,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,2680.0,Drawing pad,Kids,Amazon,202003,Manually confirmed Amazon Transaction
8,2020-02-20,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1159.0,Medicine,Medical,Amazon,202003,Manually confirmed Amazon Transaction
9,2020-02-20,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,872.0,BCS,Medical,Amazon,202003,Manually confirmed Amazon Transaction
10,2020-02-23,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,8264.0,Bean bag sofa,Furniture,Amazon,202003,Manually confirmed Amazon Transaction
11,2020-02-24,ＮＴＴ東日本ご利用料金０２月分,Home,3567.0,Internet,Utilities,Amazon,202003,Manually confirmed Amazon Transaction
12,2020-02-26,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,2152.0,Steamer Pot,Furniture,Amazon,202003,Manually confirmed Amazon Transaction
13,2020-02-27,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,14499.0,Stainless steel pots,Furniture,Amazon,202003,Manually confirmed Amazon Transaction
14,2020-02-28,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1615.0,Mask,Household Supplies,Amazon,202003,Manually confirmed Amazon Transaction
15,2020-02-29,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,782.0,Not sure,Unknown,Amazon,202003,Manually confirmed Amazon Transaction
