,date,where,whose,totalPayment,info,category,type,cycle,note
0,2021-05-02,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,2118.0,Soap (Nancy),Kids,Amazon,202106,Manually confirmed Amazon Transaction
1,2021-05-02,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,786.0,Shampoo (Nancy),Kids,Amazon,202106,Manually confirmed Amazon Transaction
2,2021-05-12,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1860.0,Shampoo (M),Household Supplies,Amazon,202106,Manually confirmed Amazon Transaction
3,2021-05-12,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1750.0,Mask,Household Supplies,Amazon,202106,Manually confirmed Amazon Transaction
4,2021-05-19,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1145.0,DHA,Medical,Amazon,202106,Manually confirmed Amazon Transaction
5,2021-05-19,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1630.0,Mask,Household Supplies,Amazon,202106,Manually confirmed Amazon Transaction
6,2021-05-24,ＮＴＴ東日本ご利用料金０５月分,Home,3300.0,No_info,Utilities,Amazon,202106,Manually confirmed Amazon Transaction
7,2021-05-26,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,1493.0,Washing ball,Household Supplies,Amazon,202106,Manually confirmed Amazon Transaction
8,2021-05-26,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,2334.0,Washing ball,Household Supplies,Amazon,202106,Manually confirmed Amazon Transaction
9,2021-05-29,ＡＭＡＺＯＮ．ＣＯ．ＪＰ,Home,584.0,Dish detergent,Household Supplies,Amazon,202106,Manually confirmed Amazon Transaction
